OperonID	GI	Synonym	Start	End	Strand	Length	COG_number	Product
2630007	254161471	ECB_01369	1456566	1457366	+	266	COG1434S	hypothetical protein
2630008	254161472	ECB_01370	1457563	1459002	+	479	COG1012C	aldehyde dehydrogenase A
2630009	254161473	ECB_01371	1459044	1460045	-	333	COG0057G	glyceraldehyde-3-phosphate dehydrogenase
2630010	254161476	ECB_01374	1461011	1461541	+	176	COG3038C	cytochrome b561
2630011	254161477	ECB_01375	1461786	1461959	+	57	-	hypothetical protein
2630012	254161480	ECB_01378	1462579	1464219	+	546	COG0840NT	methyl-accepting chemotaxis protein III, ribose and galactose sensor receptor
2630013	254161481	ECB_01379	1464257	1465180	-	307	COG0583K	putative DNA-binding transcriptional regulator
2630014	254161482	ECB_01380	1465397	1466740	+	447	COG5383S	hypothetical protein
2630015	254161483	ECB_01381	1466995	1468620	+	541	COG3131P	glucan biosynthesis protein D
2630016	254161484	ECB_01382	1468541	1468744	-	67	-	hypothetical protein
2630017	254161485	ECB_01383	1468760	1468984	+	74	COG2841S	hypothetical protein
2630018	254161486	ECB_01384	1469047	1469586	+	179	COG1670J	ribosomal-protein-L7/L12-serine acetyltransferase
2630019	254161487	ECB_01385	1469578	1470558	-	326	COG1044M	hypothetical protein
2630020	254161490	ECB_01388	1472567	1473235	+	222	-	putative lipoprotein
2630021	254161491	ECB_01390	1473767	1474975	+	402	COG0675L	putative transposase
2630022	254161492	ECB_01391	1475015	1476190	-	391	COG3135Q	putative benzoate transporter
2630023	254161493	ECB_01392	1476282	1476818	+	178	COG1396K	putative DNA-binding transcriptional regulator
2630024	254161494	ECB_01393	1476891	1478852	+	653	COG0826O	putative peptidase
2630025	254161495	ECB_01394	1478944	1479174	-	76	-	hypothetical protein
2630026	254161496	ECB_01395	1479597	1480034	+	145	COG1598S	putative DNA-binding transcriptional regulator
2630027	254161497	ECB_01396	1480113	1481519	+	468	COG1167KE	bifunctional DNA-binding transcriptional regulator/amino transferase
2630028	254161503	ECB_01402	1487499	1487672	+	57	-	putative inner membrane protein
2630029	254161504	ECB_01403	1487758	1487991	+	77	-	hypothetical protein
2630030	254161507	ECB_01406	1489137	1490174	+	345	COG2130R	putative oxidoreductase, Zn-dependent and NAD(P)-binding
2630031	254161508	ECB_01407	1490372	1491037	+	221	COG1802K	putative DNA-binding transcriptional regulator
2630032	254161509	ECB_01408	1491073	1493175	-	700	COG1629P	putative iron outer membrane transporter
2630033	254161510	ECB_01409	1493417	1494478	+	353	COG3391S	hypothetical protein
2630034	254161511	ECB_01410	1494593	1496092	-	499	COG1113E	L-asparagine transporter
2630035	254161521	ECB_01420	1507433	1508002	-	189	COG1853R	hypothetical protein
2630036	254161522	ECB_01421	1508175	1509020	+	281	COG2162Q	N-hydroxyarylamine O-acetyltransferase
2630037	254161528	ECB_01428	1518535	1518870	-	111	-	hypothetical protein
2630038	254161531	ECB_01431	1520438	1521262	-	274	-	hypothetical protein
2630039	254161537	ECB_01437	1527910	1529607	-	565	COG0281C	malate dehydrogenase
2630040	254161538	ECB_01438	1529764	1529901	-	45	-	30S ribosomal subunit S22
2630041	254161539	ECB_01439	1530003	1530218	-	71	-	biofilm-dependent modulation protein
2630042	254161540	ECB_01440	1530563	1530994	+	143	COG1764O	osmotically inducible, stress-inducible membrane protein
2630043	254161549	ECB_01449	1541455	1542774	-	439	COG1649S	putative liprotein
2630044	254161550	ECB_01450	1542905	1544440	-	511	COG0531E	putative glutamate:gamma-aminobutyric acid antiporter
2630045	254161551	ECB_01451	1544596	1545996	-	466	COG0076E	glutamate decarboxylase B, PLP-dependent
2630046	254161557	ECB_01457	1556877	1557638	-	253	COG2207K	transcriptional regulator YdeO
2630047	254161558	ECB_01458	1557713	1557910	-	65	-	hypothetical protein
2630048	254161559	ECB_01459	1558158	1560437	-	759	COG0243C	putative oxidoreductase
2630049	254161560	ECB_01460	1560771	1561685	-	304	-	putative fimbrial-like adhesin protein
2630050	254161564	ECB_01468	1566567	1567103	-	178	COG3539NU	putative transcriptional regulator
2630051	254161572	ECB_01477	1574653	1575567	-	304	COG3781S	inner membrane protein
2630052	254161573	ECB_01478	1575774	1577225	-	483	COG0246G	altronate oxidoreductase
2630053	254161574	ECB_01479	1577452	1578399	-	315	COG2199T	putative diguanylate cyclase
2630054	254161578	ECB_01483	1581847	1582728	+	293	COG0583K	putative DNA-binding transcriptional regulator
2630055	254161579	ECB_01484	1582806	1583921	+	371	-	hypothetical protein
2630056	254161580	ECB_01485	1584071	1585261	+	396	COG2814G	sugar efflux transporter
2630057	254161581	ECB_01486	1585286	1585951	-	221	COG2095U	multiple drug resistance protein MarC
2630058	254161587	ECB_01492	1588004	1588903	-	299	COG5006R	O-acetylserine/cysteine export protein
2630059	254161588	ECB_01493	1589098	1590285	+	395	COG2814G	putative MFS-type transporter YdeE
2630060	254161589	ECB_01494	1590726	1591616	-	296	COG2199T	hypothetical protein
2630061	254161590	ECB_01495	1591871	1592263	-	130	COG3111S	hypothetical protein
2630062	254161591	ECB_01496	1592539	1593057	+	172	COG1546R	competence damage-inducible protein A
2630063	254161592	ECB_01497	1593101	1595146	-	681	COG0339E	dipeptidyl carboxypeptidase II
2630064	254161593	ECB_01498	1595283	1596029	+	248	COG4221R	3-hydroxy acid dehydrogenase
2630065	254161594	ECB_01499	1596118	1596804	+	228	COG1802K	putative DNA-binding transcriptional regulator
2630066	254161595	ECB_01500	1596981	1597184	+	67	-	hypothetical protein
2630067	254161596	ECB_01501	1597220	1598680	-	486	COG0246G	putative mannonate dehydrogenase
2630068	254161597	ECB_01502	1598769	1600052	-	427	COG2271G	putative transporter
2630069	254161598	ECB_01503	1600805	1601071	+	88	-	putative DNA-binding transcriptional regulator
2630070	254161599	ECB_01504	1601387	1601977	+	196	COG1961L	putative site-specific recombinase
2630071	254161604	ECB_01509	1605947	1606546	-	199	COG3637M	hypothetical protein
2630072	254161605	ECB_01510	1606613	1607932	-	439	COG4733S	putative tail component of prophage
2630073	254161608	ECB_01513	1609298	1609504	-	68	-	hypothetical protein
2630074	254161609	ECB_01514	1609800	1609973	-	57	-	hypothetical protein
2630075	254161610	ECB_01515	1610146	1610301	-	51	-	hypothetical protein
2630076	254161617	ECB_01522	1613535	1614248	-	237	COG2207K	putative AraC-type regulatory protein encoded in prophage
2630077	254161618	ECB_01523	1614655	1615377	-	240	COG3272S	putative pathogenicity island protein
2630078	254161621	ECB_01527	1617068	1617592	+	174	COG3040M	outer membrane lipoprotein Blc
2630079	254161626	ECB_01532	1619608	1619763	-	51	-	small toxic polypeptide
2630080	254161627	ECB_01533	1619975	1620064	-	29	-	hypothetical protein
2630081	254161628	ECB_01534	1620376	1621155	-	259	COG1636S	hypothetical protein
2630082	254161633	ECB_01539	1623547	1623954	+	135	COG1396K	transcriptional repressor DicA
2630083	254161636	ECB_01542	1624621	1624908	-	95	-	hypothetical protein
2630084	254161643	ECB_01551	1632542	1632868	-	108	COG1742S	hypothetical protein
2630085	254161646	ECB_01554	1633942	1634652	-	236	-	hypothetical protein
2630086	254161647	ECB_01555	1634760	1635065	+	101	-	hypothetical protein
2630087	254161653	ECB_01561	1642510	1643766	+	418	COG0038P	putative voltage-gated ClC-type chloride channel ClcB
2630088	254161654	ECB_01562	1643719	1644414	-	231	COG0132H	putative dithiobiotin synthetase
2630089	254161655	ECB_01563	1644539	1645759	-	406	COG1940KG	DNA-binding transcriptional repressor
2630090	254161656	ECB_01564	1645894	1646787	-	297	COG0583K	putative DNA-binding transcriptional regulator
2630091	254161657	ECB_01565	1646894	1648147	+	417	COG2814G	putative transporter
2630092	254161658	ECB_01566	1648571	1648879	+	102	-	acid shock protein precursor
2630093	254161659	ECB_01567	1649155	1649976	+	273	COG3591E	putative peptidase
2630094	254161662	ECB_01570	1651108	1652142	+	344	COG0628R	putative transport protein
2630095	254161665	ECB_01573	1655622	1656566	+	314	-	hypothetical protein
2630096	254161668	ECB_01576	1658890	1659225	-	111	COG3136R	inner membrane protein associated with alginate biosynthesis
2630097	254161672	ECB_01580	1662380	1663783	-	467	COG0114C	fumarate hydratase
2630098	254161673	ECB_01581	1663926	1665572	-	548	COG1951C	fumarate hydratase (fumarase A), aerobic Class I
2630099	254161674	ECB_01582	1665771	1666946	+	391	COG1482G	mannose-6-phosphate isomerase
2630100	254161675	ECB_01583	1667047	1668555	+	502	COG5339S	hypothetical protein
2630101	254161679	ECB_01587	1673657	1674247	-	196	COG1309K	DNA-binding transcriptional repressor
2630102	254161680	ECB_01588	1674468	1675235	-	255	COG1028IQR	7-alpha-hydroxysteroid dehydrogenase
2630103	254161681	ECB_01589	1675346	1676374	-	342	COG1609K	DNA-binding transcriptional repressor MalI
2630104	254161684	ECB_01592	1679427	1680428	+	333	COG1816F	adenosine deaminase
2630105	254161685	ECB_01593	1680462	1681502	-	346	COG0673R	putative oxidoreductase
2630106	254161686	ECB_01594	1681745	1681870	+	41	-	beta-lactam resistance membrane protein
2630107	254161687	ECB_01595	1682143	1682358	+	71	-	oriC-binding nucleoid-associated protein
2630108	254161688	ECB_01596	1682444	1682884	+	146	-	inner membrane protein
2630109	254161696	ECB_01604	1689963	1691465	+	500	COG3104E	putative tripeptide transporter permease
2630110	254161697	ECB_01605	1691571	1692176	+	201	COG0625O	glutathionine S-transferase
2630111	254161700	ECB_01608	1694545	1695201	-	218	COG0259H	pyridoxamine 5'-phosphate oxidase
2630112	254161701	ECB_01609	1695260	1695589	-	109	COG3895R	lysozyme inhibitor
2630113	254161702	ECB_01610	1695687	1696796	-	369	COG2377O	anhydro-N-acetylmuramic acid kinase
2630114	254161703	ECB_01611	1697070	1697537	+	155	COG3133M	outer membrane lipoprotein
2630115	254161704	ECB_01612	1697584	1698018	-	144	COG1846K	transcriptional regulator SlyA
2630116	254161714	ECB_01622	1705541	1706188	+	215	COG0847L	ribonuclease T
2630117	254161715	ECB_01623	1706281	1710897	+	1538	COG1201R	putative ATP-dependent helicase Lhr
2630118	254161716	ECB_01624	1710948	1711295	-	115	COG0278O	hypothetical protein
2630119	254161717	ECB_01625	1711629	1712444	+	271	COG0791M	putative lipoprotein
2630120	254161718	ECB_01626	1712572	1713153	+	193	COG0605P	superoxide dismutase
2630121	254161719	ECB_01627	1713388	1714557	-	389	COG2814G	putative transport protein (MFS family)
2630122	254161720	ECB_01628	1714723	1714842	-	39	-	membrane protein
2630123	254161721	ECB_01629	1715111	1716136	+	341	COG1609K	DNA-binding transcriptional repressor PurR
2630124	254161722	ECB_01630	1716133	1717065	-	310	COG0583K	putative DNA-binding transcriptional regulator
2630125	254161723	ECB_01631	1717178	1718389	+	403	COG2814G	inner membrane transport protein YdhC
2630126	254161724	ECB_01632	1718680	1719828	+	382	COG2230M	cyclopropane fatty acyl phospholipid synthase
2630127	254161725	ECB_01633	1719868	1720509	-	213	COG0307H	riboflavin synthase subunit alpha
2630128	254161726	ECB_01634	1720724	1722097	+	457	COG0534V	multidrug efflux protein
2630129	254161727	ECB_01635	1722138	1723394	-	418	COG3468MU	hypothetical protein
2630130	254161728	ECB_01636	1723967	1724272	+	101	-	hypothetical protein
2630131	254161729	ECB_01637	1724398	1726002	+	534	COG4529S	hypothetical protein
2630132	254161736	ECB_01644	1732199	1732408	-	69	-	hypothetical protein
2630133	254161737	ECB_01645	1732965	1734377	+	470	COG0469G	pyruvate kinase
2630134	254161738	ECB_01646	1734688	1734924	+	78	COG4238M	murein lipoprotein
2630135	254161739	ECB_01647	1734988	1735992	-	334	COG1376S	hypothetical protein
2630136	254161749	ECB_01657	1746341	1747453	+	370	COG0628R	putative inner membrane protein
2630137	254161750	ECB_01658	1747882	1748238	+	118	-	hypothetical protein
2630138	254161756	ECB_01665	1755658	1756569	-	303	COG2207K	putative DNA-binding transcriptional regulator
2630139	254161762	ECB_01671	1762002	1764380	-	792	COG0574G	phosphoenolpyruvate synthase
2630140	254161763	ECB_01672	1764713	1765546	+	277	COG1806S	hypothetical protein
2630141	254161764	ECB_01673	1765703	1766749	+	348	COG0722E	phospho-2-dehydro-3-deoxyheptonate aldolase
2630142	254161765	ECB_01674	1766881	1767072	+	63	COG4256P	hypothetical protein
2630143	254161777	ECB_01686	1777069	1777266	-	65	COG0291J	50S ribosomal protein L35
2630144	254161780	ECB_01690	1782415	1782537	+	40	-	hypothetical protein
2630145	254161781	ECB_01691	1782590	1783348	-	252	COG3137M	hypothetical protein
2630146	254161782	ECB_01692	1783635	1784564	+	309	COG1105G	6-phosphofructokinase 2
2630147	254161783	ECB_01693	1784665	1784955	+	96	-	hypothetical protein
2630148	254161784	ECB_01694	1785061	1785921	+	286	COG3001G	putative phosphotransferase/kinase
2630149	254161785	ECB_01695	1785962	1786498	-	178	-	putative inner membrane protein
2630150	254161786	ECB_01696	1786645	1787313	+	222	COG0637R	2-deoxyglucose-6-phosphatase
2630151	254161787	ECB_01697	1787476	1788066	+	196	COG1988R	hypothetical protein
2630152	254161788	ECB_01698	1788199	1789590	+	463	COG1823R	putative transporter
2630153	254161789	ECB_01699	1789615	1790409	-	264	-	hypothetical protein
2630154	254161790	ECB_01700	1790686	1790949	-	87	-	cell division modulator
2630155	254161791	ECB_01701	1791132	1793393	+	753	COG0753P	hydroperoxidase II
2630156	254161797	ECB_01707	1798564	1798884	-	106	COG1440G	PTS system N,N'-diacetylchitobiose-specific transporter subunit IIB
2630157	254161798	ECB_01708	1799183	1799521	-	112	COG2913J	DNA-binding transcriptional activator OsmE
2630158	254161799	ECB_01709	1799723	1800550	+	275	COG0171H	NAD synthetase
2630159	254161800	ECB_01710	1800780	1801667	+	295	COG0322L	nucleotide excision repair endonuclease
2630160	254161801	ECB_01711	1801627	1802202	-	191	COG3758S	hypothetical protein
2630161	254161802	ECB_01712	1802405	1802890	-	161	COG3678UNTP	periplasmic protein
2630162	254161808	ECB_01718	1809693	1810499	+	268	COG0708L	exonuclease III
2630163	254161809	ECB_01719	1810666	1811376	+	236	COG0398S	putative inner membrane protein
2630164	254161815	ECB_01726	1816695	1818002	+	435	COG2897P	putative thiosulfate sulfur transferase
2630165	254161816	ECB_01727	1818011	1818631	-	206	COG0558I	putative phosphatidyl transferase, inner membrane protein
2630166	254161817	ECB_01728	1818718	1819125	+	135	COG1051F	pyrimidine (deoxy)nucleoside triphosphate pyrophosphohydrolase
2630167	254161818	ECB_01729	1819091	1819363	-	90	-	hypothetical protein
2630168	254161819	ECB_01730	1819599	1820942	+	447	COG0334E	glutamate dehydrogenase
2630169	254161820	ECB_01731	1821059	1822099	-	346	-	hypothetical protein
2630170	254161823	ECB_01734	1825353	1825904	-	183	COG0778C	hypothetical protein
2630171	254161824	ECB_01735	1826065	1827921	+	618	COG0616OU	protease 4
2630172	254161827	ECB_01738	1829849	1831207	-	452	COG2271G	putative transporter
2630173	254161828	ECB_01739	1831325	1832083	-	252	COG1349KG	putative DNA-binding transcriptional regulator
2630174	254161837	ECB_01748	1840000	1840995	+	331	COG0057G	glyceraldehyde-3-phosphate dehydrogenase
2630175	254161838	ECB_01749	1841079	1841963	+	294	COG0676G	hypothetical protein
2630176	254161839	ECB_01750	1842011	1842865	-	284	COG0656R	putative oxidoreductase
2630177	254161840	ECB_01751	1842955	1843701	-	248	COG3713M	scaffolding protein for murein synthesizing machinery
2630178	254161843	ECB_01754	1847614	1849089	+	491	COG2199T	putative diguanylate cyclase
2630179	254161846	ECB_01757	1851307	1851411	-	34	-	hypothetical protein
2630180	254161847	ECB_01758	1851581	1852027	+	148	COG2707S	inner membrane protein
2630181	254161848	ECB_01759	1851984	1852805	-	273	COG2207K	putative DNA-binding transcriptional regulator
2630182	254161851	ECB_01762	1854507	1854761	-	84	COG3042R	outer membrane protein
2630183	254161852	ECB_01763	1854944	1855969	+	341	COG2199T	putative diguanylate cyclase
2630184	254161853	ECB_01764	1856236	1856484	-	82	COG2261S	hypothetical protein
2630185	254161856	ECB_01767	1857121	1858233	+	370	COG3385L	putative transposase insL for insertion sequence IS186
2630186	254161857	ECB_01768	1858699	1859337	-	212	COG1280E	leucine export protein LeuE
2630187	254161858	ECB_01769	1859464	1860387	-	307	COG0583K	putative DNA-binding transcriptional regulator
2630188	254161859	ECB_01770	1860490	1861575	+	361	COG0473CE	putative dehydrogenase
2630189	254161868	ECB_01779	1871945	1872289	+	114	COG0251J	hypothetical protein
2630190	254161869	ECB_01780	1872652	1873011	+	119	-	hypothetical protein
2630191	254161870	ECB_01781	1873131	1873310	-	59	COG3140S	hypothetical protein
2630192	254161873	ECB_01784	1875511	1876875	+	454	COG1760E	L-serine deaminase I
2630193	254161874	ECB_01785	1877006	1878604	+	532	COG2200T	putative phosphodiesterase
2630194	254161875	ECB_01786	1878608	1880164	-	518	COG0861P	hypothetical protein
2630195	254161880	ECB_01791	1884267	1884833	+	188	COG1971S	hypothetical protein
2630196	254161881	ECB_01792	1884830	1885639	-	269	COG2226H	23S rRNA methyltransferase A
2630197	254161884	ECB_01795	1886839	1887126	-	95	-	hypothetical protein
2630198	254161885	ECB_01796	1887201	1887344	-	47	-	hypothetical protein
2630199	254161886	ECB_01797	1887503	1887742	+	79	-	hypothetical protein
2630200	254161887	ECB_01798	1887885	1888676	-	263	COG1414K	putative DNA-binding transcriptional regulator
2630201	254161888	ECB_01799	1888853	1890226	+	457	COG2814G	putative transporter
2630202	254161889	ECB_01800	1890272	1891153	-	293	COG0501O	heat shock protein HtpX
2630203	254161892	ECB_01803	1894208	1894759	-	183	COG1956T	hypothetical protein
2630204	254161895	ECB_01806	1898800	1900239	+	479	COG0144J	rRNA (cytosine-C(5)-)-methyltransferase RsmF
2630205	254161898	ECB_01809	1900890	1901546	-	218	COG0639T	serine/threonine protein phosphatase 1
2630206	254161902	ECB_01813	1903684	1903914	+	76	-	DNA polymerase III subunit theta
2630207	254161905	ECB_01816	1905355	1907415	-	686	COG1770E	protease 2
2630208	254161906	ECB_01817	1907624	1908283	-	219	COG2979S	hypothetical protein
2630209	254161909	ECB_01820	1909457	1910635	+	392	COG0027F	phosphoribosylglycinamide formyltransferase 2
2630210	254161912	ECB_01823	1913415	1914890	-	491	COG0364G	glucose-6-phosphate 1-dehydrogenase
2630211	254161913	ECB_01824	1915228	1916097	+	289	COG1737K	DNA-binding transcriptional regulator HexR
2630212	254161914	ECB_01825	1916225	1917667	+	480	COG0469G	pyruvate kinase
2630213	254161915	ECB_01826	1917798	1918769	-	323	COG1560M	lipid A biosynthesis (KDO)2-(lauroyl)-lipid IVA acyltransferase
2630214	254161922	ECB_01833	1925021	1925623	+	200	-	hypothetical protein
2630215	254161926	ECB_01837	1927520	1929292	-	590	COG0173J	aspartyl-tRNA synthetase
2630216	254161934	ECB_01845	1937290	1937730	-	146	COG3142P	copper homeostasis protein
2630217	254161935	ECB_01846	1938050	1938616	-	188	COG3102S	hypothetical protein
2630218	254161936	ECB_01847	1938832	1940565	+	577	COG0018J	arginyl-tRNA synthetase
2630219	254161937	ECB_01848	1940742	1941230	+	162	COG3755S	hypothetical protein
2630220	254161953	ECB_01864	1957747	1958175	+	142	COG0589T	universal stress protein UspC
2630221	254161959	ECB_01870	1964919	1965422	+	167	COG1528P	putative ferritin-like protein
2630222	254161960	ECB_01871	1965501	1965752	-	83	-	hypothetical protein
2630223	254161961	ECB_01872	1966216	1966539	+	107	-	hypothetical protein
2630224	254161962	ECB_01873	1966711	1967208	+	165	COG1528P	ferritin
2630225	254161963	ECB_01874	1967246	1967485	-	79	-	hypothetical protein
2630226	254161964	ECB_01875	1967675	1968886	+	403	COG0814E	tyrosine transporter
2630227	254161965	ECB_01876	1968948	1969613	-	221	COG3318R	hypothetical protein
2630228	254161974	ECB_01885	1976955	1977368	+	137	COG2351R	hypothetical protein
2630229	254161977	ECB_01888	1979374	1980024	+	216	COG3443R	hypothetical protein
2630230	254161978	ECB_01889	1980367	1980897	+	176	COG3038C	putative cytochrome
2630231	254161979	ECB_01890	1981650	1982447	+	265	COG3228S	hypothetical protein
2630232	254161980	ECB_01891	1982862	1990013	+	2383	-	adhesin
2630233	254161983	ECB_01895	1994857	1995573	+	238	COG0217S	hypothetical protein
2630234	254161984	ECB_01896	1996203	1997846	-	547	COG0534V	hypothetical protein
2630235	254161985	ECB_01897	1997964	1998914	-	316	COG0583K	transcriptional regulator Cbl
2630236	254161986	ECB_01898	1999016	1999933	-	305	COG0583K	nitrogen assimilation transcriptional regulator
2630237	254161987	ECB_01899	2000391	2001323	-	310	COG1376S	hypothetical protein
2630238	254161991	ECB_01904	2005753	2006658	-	301	COG2801L	insertion element IS2 transposase InsD
2630239	254161994	ECB_01908	2008293	2008703	+	136	-	hypothetical protein
2630240	254161995	ECB_01909	2008992	2009150	-	52	-	hypothetical protein
2630241	254161996	ECB_01910	2009475	2009870	-	131	COG2926S	hypothetical protein
2630242	254161997	ECB_01911	2009976	2011034	-	352	COG1289S	inner membrane protein
2630243	254161998	ECB_01912	2011232	2011705	-	157	COG3449L	DNA gyrase inhibitor
2630244	254161999	ECB_01913	2011824	2012990	-	388	COG1686M	D-alanyl-D-alanine carboxypeptidase
2630245	254162000	ECB_01914	2013199	2014626	+	475	COG2925L	exonuclease I
2630246	254162003	ECB_01917	2016147	2017505	-	452	COG0531E	putative amino-acid transporter
2630247	254162006	ECB_01920	2019998	2020048	+	16	-	his operon leader peptide
2630248	254162015	ECB_01929	2027323	2028306	-	327	COG3765M	regulator of length of O-antigen component of lipopolysaccharide chains
2630249	254162016	ECB_01930	2028449	2029615	-	388	COG1004M	UDP-glucose 6-dehydrogenase
2630250	254162017	ECB_01931	2029863	2031269	-	468	COG0362G	6-phosphogluconate dehydrogenase
2630251	254162034	ECB_01948	2046665	2047558	-	297	COG1210M	UTP--glucose-1-phosphate uridylyltransferase subunit GalF
2630252	254162055	ECB_01969	2071108	2072691	+	527	COG1253R	hypothetical protein
2630253	254162058	ECB_01972	2075513	2076154	-	213	COG0572F	uridine kinase
2630254	254162059	ECB_01973	2076472	2079777	+	1101	COG3447T	putative sensor protein
2630255	254162060	ECB_01974	2079878	2080726	-	282	COG0122L	3-methyl-adenine DNA glycosylase II
2630256	254162061	ECB_01975	2080860	2082212	+	450	COG0443O	putative chaperone
2630257	254162071	ECB_01985	2098297	2098629	+	110	COG3422S	hypothetical protein
2630258	254162072	ECB_01986	2098775	2100136	+	453	COG0826O	putative peptidase
2630259	254162073	ECB_01987	2100409	2100627	-	72	-	DNA-binding transcriptional regulator
2630260	254162076	ECB_01990	2102770	2103081	+	103	-	hypothetical protein
2630261	254162077	ECB_01991	2103106	2103252	-	48	-	hypothetical protein
2630262	254162080	ECB_01994	2105251	2108013	-	920	COG5301R	hypothetical protein
2630263	254162089	ECB_02003	2115174	2116391	-	405	-	hypothetical protein
2630264	254162095	ECB_02009	2119844	2120335	-	163	-	hypothetical protein
2630265	254162096	ECB_02010	2120522	2120797	-	91	-	bacteriophage P2 Cox-like protein
2630266	254162097	ECB_02011	2120847	2121218	+	123	-	bacteriophage P2 C-like protein
2630267	254162098	ECB_02012	2121334	2122347	+	337	COG4974L	integrase
2630268	254162101	ECB_02015	2123335	2124234	+	299	COG1597IR	lipid kinase
2630269	254162109	ECB_02024	2130487	2131341	-	284	COG0191G	tagatose-bisphosphate aldolase
2630270	254162110	ECB_02025	2131641	2132693	-	350	COG1830G	fructose-bisphosphate aldolase
2630271	254162120	ECB_02035	2140580	2141245	-	221	-	hypothetical protein
2630272	254162121	ECB_02036	2141439	2141702	-	87	-	hypothetical protein
2630273	254162122	ECB_02037	2141797	2142048	-	83	-	hypothetical protein
2630274	254162123	ECB_02038	2142385	2142783	+	132	-	hypothetical protein
2630275	254162124	ECB_02039	2142731	2142922	-	63	-	hypothetical protein
2630276	254162128	ECB_02043	2144256	2145365	-	369	COG0489D	putative ATPase
2630277	254162129	ECB_02044	2145497	2147530	+	677	COG0143J	methionyl-tRNA synthetase
2630278	254162137	ECB_02052	2162421	2162882	+	153	COG4808S	hypothetical protein
2630279	254162141	ECB_02056	2166063	2166794	+	243	COG0789K	DNA-binding transcriptional regulator
2630280	254162142	ECB_02057	2166854	2166961	+	35	-	hypothetical protein
2630281	254162147	ECB_02062	2170930	2173227	-	765	COG1472G	beta-D-glucoside glucohydrolase
2630282	254162148	ECB_02063	2173423	2175138	+	571	COG0277C	D-lactate dehydrogenase
2630283	254162149	ECB_02064	2175176	2176108	-	310	COG1686M	D-alanyl-D-alanine endopeptidase
2630284	254162150	ECB_02065	2176282	2176869	-	195	-	putative inner membrane protein
2630285	254162151	ECB_02066	2177039	2177617	+	192	COG0586S	inner membrane protein
2630286	254162154	ECB_02069	2180677	2181624	-	315	COG0042J	tRNA-dihydrouridine synthase C
2630287	254162157	ECB_02072	2183082	2183966	+	294	COG0295F	cytidine deaminase
2630288	254162165	ECB_02080	2191866	2192906	-	346	COG1609K	DNA-binding transcriptional regulator GalS
2630289	254162168	ECB_02083	2195148	2195984	+	278	COG0627R	putative esterase
2630290	254162169	ECB_02084	2196016	2198007	-	663	COG4771P	colicin I receptor
2630291	254162170	ECB_02085	2198301	2199770	-	489	COG0833E	lysine transporter
2630292	254162171	ECB_02086	2199975	2200856	-	293	COG0583K	putative DNA-binding transcriptional regulator
2630293	254162175	ECB_02090	2204082	2205332	-	416	COG1972F	putative nucleoside transporter
2630294	254162176	ECB_02091	2205432	2206373	-	313	COG1957F	ribonucleoside hydrolase 2
2630295	254162177	ECB_02092	2206542	2207201	+	219	COG0664T	DNA-binding transcriptional activator YeiL
2630296	254162184	ECB_02099	2215051	2216232	+	393	COG2814G	lactose/glucose efflux system
2630297	254162185	ECB_02100	2216229	2216483	-	84	-	hypothetical protein
2630298	254162186	ECB_02101	2216638	2217210	+	190	COG0231J	elongation factor P
2630299	254162187	ECB_02102	2217433	2218899	+	488	COG0246G	putative dehydrogenase, NAD-dependent
2630300	254162190	ECB_02105	2221167	2221733	+	188	COG0791M	putative outer membrane lipoprotein
2630301	254162196	ECB_02111	2229081	2229425	-	114	-	hypothetical protein
2630302	254162199	ECB_02114	2231820	2233580	+	586	COG1061KL	putative ATP-dependet helicase
2630303	254162200	ECB_02115	2233705	2233989	+	94	COG1825J	50S ribosomal protein L25
2630304	254162201	ECB_02116	2234128	2235135	-	335	COG3081R	nucleoid-associated protein NdpA
2630305	254162204	ECB_02119	2237578	2240088	-	836	COG3468MU	putative autotransporter outer membrane protein
2630306	254162205	ECB_02120	2240489	2241136	+	215	COG2197TK	transcriptional regulator NarP
2630307	254162221	ECB_02136	2253894	2254382	+	162	COG4574R	ecotin
2630308	254162222	ECB_02137	2255212	2256858	-	548	COG0579R	malate:quinone oxidoreductase
2630309	254162230	ECB_02145	2263727	2266528	-	933	COG0642T	hybrid sensory kinase in two-component regulatory system with RcsB and YojN
2630310	254162242	ECB_02157	2283493	2286120	-	875	COG0188L	DNA gyrase subunit A
2630311	254162243	ECB_02158	2286267	2286989	+	240	COG2227H	3-demethylubiquinone-9 3-methyltransferase
2630312	254162244	ECB_02159	2287117	2290869	-	1250	COG3468MU	adhesin
2630313	254162245	ECB_02160	2291565	2293850	+	761	COG0209F	ribonucleotide-diphosphate reductase subunit alpha
2630314	254162248	ECB_02163	2295530	2296180	-	216	-	hypothetical protein
2630315	254162249	ECB_02164	2296395	2296601	+	68	-	hypothetical protein
2630316	254162255	ECB_02170	2303612	2304514	+	300	COG5464S	hypothetical protein
2630317	254162260	ECB_02175	2308944	2310146	-	400	COG1058R	competence damage-inducible protein A
2630318	254162261	ECB_02176	2310246	2310788	-	180	-	putative outer membrane porin protein
2630319	254162262	ECB_02177	2311067	2311492	+	141	-	putative NUDIX hydrolase
2630320	254162263	ECB_02178	2311531	2312133	-	200	COG0406G	hypothetical protein
2630321	254162271	ECB_02186	2319785	2320051	-	88	-	polymyxin resistance protein B
